CMPLNT_NUM,CMPLNT_FR_DT,CMPLNT_FR_TM,CMPLNT_TO_DT,CMPLNT_TO_TM,RPT_DT,KY_CD,OFNS_DESC,PD_CD,PD_DESC,CRM_ATPT_CPTD_CD,LAW_CAT_CD,JURIS_DESC,BORO_NM,ADDR_PCT_CD,LOC_OF_OCCUR_DESC,PREM_TYP_DESC,PARKS_NM,HADEVELOPT,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,Lat_Lon
478089608,12/31/16,3:00:00,12/31/16,3:15:00,12/31/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,104,,TAXI (YELLOW LICENSED),,,1017004,204115,40.7268728,-73.88182803,"(40.726872802, -73.881828025)"
472335463,11/4/16,1:30:00,11/4/16,1:45:00,11/4/16,106,FELONY ASSAULT,105,STRANGULATION 1ST,COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,9,INSIDE,RESIDENCE - APT. HOUSE,,,987756,204106,40.72690804,-73.98735212,"(40.726908042, -73.987352119)"
377667971,12/13/16,22:30:00,12/13/16,22:45:00,12/13/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,9,FRONT OF,STREET,,,988997,204129,40.72697059,-73.98287469,"(40.726970593, -73.982874688)"
805369255,11/30/16,15:30:00,11/30/16,15:45:00,11/30/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,9,FRONT OF,STREET,,,988631,204190,40.72713821,-73.98419514,"(40.727138212, -73.984195143)"
661443389,11/6/16,22:00:00,11/6/16,22:15:00,11/6/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,112,INSIDE,RESIDENCE - APT. HOUSE,,,1024489,204277,40.72728657,-73.85482191,"(40.727286571, -73.854821909)"
925073281,11/25/16,22:26:00,11/25/16,22:32:00,11/25/16,106,FELONY ASSAULT,105,STRANGULATION 1ST,COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,105,INSIDE,RESIDENCE-HOUSE,,,1061197,204432,40.72746886,-73.72238088,"(40.727468859, -73.722380878)"
813189772,11/13/16,2:20:00,11/13/16,2:25:00,11/13/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,6,,STREET,,,983654,204519,40.7280423,-74.0021518,"(40.728042301, -74.002151798)"
276542734,11/27/16,3:00:00,11/27/16,4:00:00,11/28/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,104,FRONT OF,RESIDENCE - APT. HOUSE,,,1017616,204641,40.72831426,-73.87961738,"(40.728314255, -73.879617381)"
654186146,12/28/16,14:00:00,12/28/16,14:30:00,12/29/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,107,,STREET,,,1038235,204743,40.72849242,-73.80522369,"(40.728492415, -73.805223693)"
400151598,12/16/16,23:37:00,12/16/16,23:47:00,12/17/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,6,INSIDE,BAR/NIGHT CLUB,,,983080,204688,40.72850611,-74.0042228,"(40.728506108, -74.004222802)"
919973044,12/17/16,0:15:00,12/17/16,0:21:00,12/17/16,106,FELONY ASSAULT,106,"ASSAULT 2,1,PEACE OFFICER",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,6,FRONT OF,STREET,,,983080,204688,40.72850611,-74.0042228,"(40.728506108, -74.004222802)"
703996919,11/9/16,1:30:00,11/9/16,1:35:00,11/9/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,6,FRONT OF,,,,985545,204690,40.72851158,-73.99532909,"(40.72851158, -73.995329093)"
926889596,11/8/16,13:20:00,11/8/16,13:25:00,11/8/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,112,,STREET,,,1022149,204776,40.72866654,-73.86326164,"(40.728666537, -73.863261643)"
365043473,12/10/16,1:20:00,12/10/16,1:25:00,12/10/16,106,FELONY ASSAULT,105,STRANGULATION 1ST,COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,104,FRONT OF,STREET,,,1019944,204840,40.72885138,-73.87121694,"(40.728851375, -73.871216944)"
568256838,12/12/16,11:00:00,12/12/16,11:30:00,12/12/16,106,FELONY ASSAULT,105,STRANGULATION 1ST,COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,107,INSIDE,RESIDENCE - APT. HOUSE,,,1030680,204894,40.72894975,-73.832481,"(40.728949754, -73.832481002)"
647330642,11/15/16,23:00:00,11/15/16,23:05:00,11/16/16,106,FELONY ASSAULT,105,STRANGULATION 1ST,COMPLETED,FELONY,N.Y. HOUSING POLICE,MANHATTAN,9,INSIDE,RESIDENCE - PUBLIC HOUSING,,,990577,204879,40.72902817,-73.97717348,"(40.729028172, -73.977173481)"
470269993,11/15/16,23:00:00,11/15/16,23:05:00,11/16/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. HOUSING POLICE,MANHATTAN,9,INSIDE,RESIDENCE - PUBLIC HOUSING,,,990577,204879,40.72902817,-73.97717348,"(40.729028172, -73.977173481)"
705236382,11/18/16,17:35:00,11/18/16,17:44:00,11/18/16,106,FELONY ASSAULT,106,"ASSAULT 2,1,PEACE OFFICER",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,9,FRONT OF,STREET,,,987358,204898,40.72908204,-73.9887877,"(40.729082038, -73.988787701)"
883006242,12/4/16,19:35:00,12/4/16,19:45:00,12/4/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,9,FRONT OF,GROCERY/BODEGA,,,987358,204898,40.72908204,-73.9887877,"(40.729082038, -73.988787701)"
411794680,11/28/16,14:45:00,11/28/16,15:20:00,11/28/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,112,INSIDE,COMMERCIAL BUILDING,,,1023392,205060,40.72944064,-73.85877525,"(40.729440635, -73.858775248)"
215704106,11/13/16,2:50:00,11/13/16,3:00:00,11/13/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,9,INSIDE,BAR/NIGHT CLUB,,,987845,205047,40.72949082,-73.98703051,"(40.729490822, -73.987030512)"
239577960,12/6/16,11:28:00,12/6/16,14:50:00,12/6/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,9,INSIDE,CHAIN STORE,,,986935,205132,40.72972445,-73.9903138,"(40.729724449, -73.990313803)"
609248228,12/28/16,22:00:00,12/28/16,22:30:00,12/29/16,106,FELONY ASSAULT,105,STRANGULATION 1ST,COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,13,INSIDE,RESIDENCE - APT. HOUSE,,,991289,205214,40.72994713,-73.97460422,"(40.729947127, -73.974604218)"
105650206,12/23/16,9:10:00,12/23/16,9:20:00,12/23/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,107,INSIDE,PUBLIC SCHOOL,,,1034447,205493,40.73057329,-73.81888515,"(40.730573285, -73.818885153)"
716316436,12/28/16,16:20:00,12/28/16,16:30:00,12/28/16,106,FELONY ASSAULT,105,STRANGULATION 1ST,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,94,INSIDE,RESIDENCE - APT. HOUSE,,,996432,205511,40.73075673,-73.95604736,"(40.730756732, -73.956047361)"
454876942,12/28/16,16:20:00,12/28/16,16:30:00,12/28/16,106,FELONY ASSAULT,105,STRANGULATION 1ST,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,94,INSIDE,RESIDENCE - APT. HOUSE,,,996432,205511,40.73075673,-73.95604736,"(40.730756732, -73.956047361)"
384857256,12/12/16,13:30:00,12/12/16,14:00:00,12/19/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,104,FRONT OF,STREET,,,1011021,205656,40.7311226,-73.90340799,"(40.731122599, -73.90340799)"
440288450,11/24/16,3:00:00,11/24/16,3:30:00,11/25/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,112,INSIDE,RESIDENCE-HOUSE,,,1024458,205763,40.73136541,-73.85492488,"(40.731365414, -73.854924876)"
744376490,11/7/16,3:58:00,11/7/16,4:41:00,11/7/16,106,FELONY ASSAULT,106,"ASSAULT 2,1,PEACE OFFICER",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,13,,STREET,,,989083,205732,40.73137039,-73.98256326,"(40.73137039, -73.982563257)"
271262966,11/26/16,11:30:00,11/26/16,11:46:00,11/26/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,13,,STREET,,,989083,205732,40.73137039,-73.98256326,"(40.73137039, -73.982563257)"
579647016,11/7/16,22:30:00,11/7/16,22:40:00,11/7/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,9,FRONT OF,FOOD SUPERMARKET,,,987470,205834,40.73165109,-73.98838315,"(40.73165109, -73.988383154)"
344884284,12/24/16,17:00:00,12/24/16,17:30:00,12/24/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,105,,STREET,,,1063433,206121,40.73208499,-73.71429369,"(40.732084994, -73.714293693)"
318668010,12/6/16,21:00:00,12/6/16,21:05:00,12/7/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,112,INSIDE,RESIDENCE - APT. HOUSE,,,1024194,206241,40.7326786,-73.85587459,"(40.732678601, -73.855874588)"
392822441,12/3/16,2:45:00,12/3/16,2:45:00,12/3/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,13,,STREET,,,989380,206264,40.73283043,-73.98149123,"(40.732830433, -73.98149123)"
505698495,12/7/16,4:00:00,12/7/16,4:34:00,12/7/16,106,FELONY ASSAULT,106,"ASSAULT 2,1,PEACE OFFICER",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,13,INSIDE,HOSPITAL,,,989380,206264,40.73283043,-73.98149123,"(40.732830433, -73.98149123)"
240033632,12/17/16,9:00:00,12/17/16,9:25:00,12/17/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,13,INSIDE,RESIDENCE - APT. HOUSE,,,989380,206264,40.73283043,-73.98149123,"(40.732830433, -73.98149123)"
385291052,12/16/16,20:30:00,12/16/16,20:40:00,12/16/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,112,INSIDE,PARKING LOT/GARAGE (PUBLIC),,,1021974,206302,40.73285578,-73.86388449,"(40.732855777, -73.863884488)"
690187478,11/21/16,18:00:00,11/21/16,18:10:00,11/21/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,105,INSIDE,RESIDENCE - APT. HOUSE,,,1060110,206459,40.73304184,-73.72627984,"(40.73304184, -73.726279838)"
304414218,11/29/16,17:10:00,11/29/16,17:33:00,11/29/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,112,OPPOSITE OF,STREET,,,1022463,206494,40.73338067,-73.86211898,"(40.733380671, -73.862118975)"
332727216,12/18/16,4:00:00,12/18/16,4:05:00,12/18/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,104,INSIDE,RESIDENCE - APT. HOUSE,,,1013076,206671,40.73390207,-73.89598892,"(40.733902065, -73.895988924)"
436293117,11/8/16,0:04:00,11/8/16,0:57:00,11/8/16,106,FELONY ASSAULT,105,STRANGULATION 1ST,COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,13,INSIDE,RESIDENCE - APT. HOUSE,,,990534,206666,40.73393308,-73.97732696,"(40.73393308, -73.977326958)"
142627417,12/1/16,17:00:00,12/1/16,17:05:00,12/1/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,9,,STREET,,,986760,206685,40.73398711,-73.99094464,"(40.733987106, -73.990944635)"
577551783,12/24/16,3:25:00,12/24/16,3:27:00,12/24/16,106,FELONY ASSAULT,105,STRANGULATION 1ST,COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,108,INSIDE,RESIDENCE - APT. HOUSE,,,1006796,206702,40.73400539,-73.91864886,"(40.734005389, -73.918648858)"
325293889,12/11/16,18:30:00,12/11/16,18:40:00,12/11/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. HOUSING POLICE,QUEENS,107,FRONT OF,RESIDENCE - PUBLIC HOUSING,,POMONOK,1035601,206810,40.7341815,-73.81471136,"(40.734181495, -73.814711355)"
264672606,11/27/16,2:45:00,11/27/16,3:00:00,11/27/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,13,INSIDE,BAR/NIGHT CLUB,,,989678,206796,40.73429046,-73.98041555,"(40.734290464, -73.980415548)"
289054811,11/18/16,7:20:00,11/18/16,8:02:00,11/18/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,110,INSIDE,RESIDENCE - APT. HOUSE,,,1021480,206870,40.73441689,-73.86566381,"(40.73441689, -73.865663809)"
440015442,12/12/16,18:45:00,12/12/16,19:00:00,12/12/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,110,FRONT OF,STREET,,,1020829,206894,40.73448548,-73.86801269,"(40.73448548, -73.868012689)"
383281573,11/3/16,13:10:00,11/3/16,13:20:00,11/3/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,110,REAR OF,RESIDENCE - APT. HOUSE,,,1022488,207100,40.73504388,-73.86202533,"(40.735043882, -73.862025325)"
689433494,11/11/16,22:00:00,11/11/16,22:30:00,11/16/16,106,FELONY ASSAULT,105,STRANGULATION 1ST,COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,112,INSIDE,RESIDENCE - APT. HOUSE,,,1025591,207209,40.7353291,-73.85082796,"(40.7353291, -73.850827963)"
693451560,12/23/16,0:50:00,12/23/16,1:05:00,12/23/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,112,INSIDE,RESIDENCE - APT. HOUSE,,,1023812,207207,40.73533175,-73.85724725,"(40.735331747, -73.857247247)"
249254830,12/5/16,19:15:00,12/5/16,19:35:00,12/5/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,6,FRONT OF,FAST FOOD,,,986282,207279,40.73561761,-73.99266922,"(40.735617612, -73.992669219)"
300342834,12/7/16,15:00:00,12/7/16,18:00:00,12/8/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,105,INSIDE,RESIDENCE-HOUSE,,,1064119,207624,40.73620417,-73.71180065,"(40.73620417, -73.711800647)"
801619940,12/7/16,4:30:00,12/7/16,4:53:00,12/7/16,106,FELONY ASSAULT,105,STRANGULATION 1ST,COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,13,,STREET,,,987286,207620,40.73655329,-73.98904625,"(40.736553285, -73.98904625)"
894284341,12/14/16,19:30:00,12/14/16,19:50:00,12/14/16,106,FELONY ASSAULT,106,"ASSAULT 2,1,PEACE OFFICER",ATTEMPTED,FELONY,N.Y. POLICE DEPT,MANHATTAN,13,FRONT OF,STREET,,,986871,207724,40.73683887,-73.99054371,"(40.736838873, -73.990543709)"
254600793,11/4/16,23:50:00,11/5/16,0:00:00,11/5/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,94,INSIDE,OTHER,,,997580,207756,40.73691705,-73.9519008,"(40.736917049, -73.951900796)"
695704357,11/13/16,19:40:00,11/13/16,19:50:00,11/13/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,110,,STREET,,,1021926,207874,40.73717073,-73.86404888,"(40.73717073, -73.86404888)"
907686063,11/13/16,1:15:00,11/13/16,1:19:00,11/13/16,106,FELONY ASSAULT,105,STRANGULATION 1ST,COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,111,INSIDE,RESIDENCE - APT. HOUSE,,,1051660,208036,40.73743874,-73.75675356,"(40.737438737, -73.756753556)"
624872685,12/27/16,18:40:00,12/27/16,18:45:00,12/27/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,108,,STREET,,,1002260,208026,40.73764984,-73.93501253,"(40.737649841, -73.935012527)"
575155981,11/18/16,8:40:00,11/18/16,8:45:00,11/18/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,111,FRONT OF,OTHER,,,1054223,208512,40.73872533,-73.74750011,"(40.738725328, -73.747500111)"
266432998,12/4/16,3:27:00,12/4/16,3:27:00,12/4/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,6,FRONT OF,STREET,,,983944,208570,40.73916132,-74.00110567,"(40.739161316, -74.001105672)"
555994927,12/16/16,2:15:00,12/16/16,2:19:00,12/16/16,106,FELONY ASSAULT,106,"ASSAULT 2,1,PEACE OFFICER",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,6,FRONT OF,STREET,,,983944,208570,40.73916132,-74.00110567,"(40.739161316, -74.001105672)"
473565394,11/4/16,14:00:00,11/4/16,14:30:00,11/6/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,13,FRONT OF,RESIDENCE - APT. HOUSE,,,988699,208577,40.73917942,-73.98394691,"(40.739179416, -73.983946905)"
515270499,11/25/16,2:00:00,11/25/16,2:15:00,11/27/16,106,FELONY ASSAULT,105,STRANGULATION 1ST,COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,108,INSIDE,RESIDENCE - APT. HOUSE,,,1012609,208704,40.73948365,-73.89766542,"(40.739483654, -73.897665424)"
462506760,12/10/16,12:20:00,12/10/16,12:25:00,12/10/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,110,FRONT OF,STREET,,,1025337,208793,40.73967797,-73.85173481,"(40.739677967, -73.851734811)"
436930243,11/7/16,7:40:00,11/7/16,9:30:00,11/7/16,106,FELONY ASSAULT,106,"ASSAULT 2,1,PEACE OFFICER",COMPLETED,FELONY,HEALTH & HOSP CORP,MANHATTAN,13,INSIDE,HOSPITAL,,,990769,208776,40.73972434,-73.97647697,"(40.739724339, -73.976476965)"
730341139,11/24/16,13:25:00,11/24/16,14:00:00,11/24/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,HEALTH & HOSP CORP,MANHATTAN,13,INSIDE,HOSPITAL,,,990769,208776,40.73972434,-73.97647697,"(40.739724339, -73.976476965)"
986557501,11/27/16,17:07:00,11/27/16,17:15:00,11/27/16,106,FELONY ASSAULT,106,"ASSAULT 2,1,PEACE OFFICER",COMPLETED,FELONY,HEALTH & HOSP CORP,MANHATTAN,13,INSIDE,HOSPITAL,,,990769,208776,40.73972434,-73.97647697,"(40.739724339, -73.976476965)"
949818223,12/9/16,22:30:00,12/9/16,22:45:00,12/9/16,106,FELONY ASSAULT,106,"ASSAULT 2,1,PEACE OFFICER",COMPLETED,FELONY,HEALTH & HOSP CORP,MANHATTAN,13,INSIDE,HOSPITAL,,,990769,208776,40.73972434,-73.97647697,"(40.739724339, -73.976476965)"
861142515,12/9/16,22:30:00,12/9/16,22:45:00,12/9/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,HEALTH & HOSP CORP,MANHATTAN,13,INSIDE,HOSPITAL,,,990769,208776,40.73972434,-73.97647697,"(40.739724339, -73.976476965)"
902109484,12/27/16,6:30:00,12/27/16,6:35:00,12/27/16,106,FELONY ASSAULT,106,"ASSAULT 2,1,PEACE OFFICER",ATTEMPTED,FELONY,HEALTH & HOSP CORP,MANHATTAN,13,INSIDE,HOSPITAL,,,990769,208776,40.73972434,-73.97647697,"(40.739724339, -73.976476965)"
863796654,12/27/16,6:30:00,12/27/16,6:35:00,12/27/16,106,FELONY ASSAULT,106,"ASSAULT 2,1,PEACE OFFICER",ATTEMPTED,FELONY,HEALTH & HOSP CORP,MANHATTAN,13,INSIDE,HOSPITAL,,,990769,208776,40.73972434,-73.97647697,"(40.739724339, -73.976476965)"
196238214,12/27/16,4:15:00,12/27/16,5:30:00,12/27/16,106,FELONY ASSAULT,106,"ASSAULT 2,1,PEACE OFFICER",COMPLETED,FELONY,HEALTH & HOSP CORP,MANHATTAN,13,INSIDE,HOSPITAL,,,990769,208776,40.73972434,-73.97647697,"(40.739724339, -73.976476965)"
985981815,12/4/16,3:16:00,12/4/16,3:26:00,12/4/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. TRANSIT POLICE,MANHATTAN,10,,TRANSIT - NYC SUBWAY,,,983551,208788,40.73975965,-74.00252386,"(40.73975965, -74.002523863)"
703760432,12/3/16,1:00:00,12/3/16,1:05:00,12/3/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,108,,STREET,,,1005227,208844,40.73988851,-73.92430359,"(40.739888509, -73.924303588)"
238094442,12/11/16,1:30:00,12/11/16,1:38:00,12/11/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,6,INSIDE,BAR/NIGHT CLUB,,,982272,208865,40.7399708,-74.00713929,"(40.739970802, -74.007139291)"
420293474,11/15/16,11:05:00,11/15/16,15:58:00,11/15/16,106,FELONY ASSAULT,106,"ASSAULT 2,1,PEACE OFFICER",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,13,INSIDE,OTHER,,,990908,209028,40.74041591,-73.97597512,"(40.740415913, -73.97597512)"
184714674,11/15/16,9:15:00,11/15/16,9:20:00,11/15/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,111,FRONT OF,PUBLIC SCHOOL,,,1041646,209130,40.74051214,-73.79287943,"(40.740512143, -73.792879432)"
918317696,12/17/16,3:10:00,12/17/16,3:20:00,12/17/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,6,INSIDE,BAR/NIGHT CLUB,,,981882,209075,40.7405471,-74.00854673,"(40.740547104, -74.008546725)"
847805188,12/16/16,1:26:00,12/16/16,1:28:00,12/16/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,6,OPPOSITE OF,STREET,,,982401,209098,40.74061036,-74.00667384,"(40.740610358, -74.006673844)"
895392242,12/16/16,1:26:00,12/16/16,1:28:00,12/16/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,6,OPPOSITE OF,STREET,,,982401,209098,40.74061036,-74.00667384,"(40.740610358, -74.006673844)"
732202923,11/9/16,1:55:00,11/9/16,2:07:00,11/9/16,106,FELONY ASSAULT,106,"ASSAULT 2,1,PEACE OFFICER",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,6,FRONT OF,BAR/NIGHT CLUB,,,982694,209099,40.74061316,-74.00561651,"(40.740613159, -74.005616509)"
262973003,11/21/16,21:15:00,11/21/16,21:16:00,11/21/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,OTHER,MANHATTAN,13,INSIDE,RESIDENCE - APT. HOUSE,,,991383,209177,40.74082451,-73.97426086,"(40.740824511, -73.974260858)"
840687722,12/18/16,11:44:00,12/18/16,11:50:00,12/18/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,109,REAR OF,RESIDENCE-HOUSE,,,1033997,209266,40.74093176,-73.8204809,"(40.740931761, -73.8204809)"
352122750,11/13/16,7:30:00,11/13/16,9:55:00,11/13/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. TRANSIT POLICE,MANHATTAN,13,,TRANSIT - NYC SUBWAY,,,984843,209263,40.74106342,-73.9978615,"(40.741063416, -73.997861503)"
740558498,12/9/16,20:45:00,12/9/16,22:24:00,12/9/16,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. HOUSING POLICE,MANHATTAN,13,INSIDE,RESIDENCE - PUBLIC HOUSING,,,989865,209425,40.7415063,-73.9797386,"(40.741506303, -73.979738601)"
584111455,11/25/16,23:00:00,11/25/16,23:10:00,11/26/16,106,FELONY ASSAULT,105,STRANGULATION 1ST,COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,109,INSIDE,RESIDENCE-HOUSE,,,1035340,209531,40.74165146,-73.81563246,"(40.741651462, -73.815632456)"
